seqnames	start	end	strand	gene	ENTREZID	product	gbkey
7	29238308	29238445	+	Yif1b	77254	Yip1 interacting factor homolog B (S. cerevisiae), transcript variant X3	mRNA
7	29248357	29248467	-	2200002D01Rik	72275	RIKEN cDNA 2200002D01 gene	mRNA
7	29281512	29281977	-	Spint2	20733	serine protease inhibitor, Kunitz type 2, transcript variant 2	mRNA
7	29289320	29289535	+	Ppp1r14a	68458	protein phosphatase 1, regulatory (inhibitor) subunit 14A	mRNA
7	29294928	29295560	+	LOC105242896	105242896	uncharacterized LOC105242896	ncRNA
7	29303959	29304112	+	Dpf1	29861	D4, zinc and double PHD fingers family 1, transcript variant X1	mRNA
7	29518465	29518943	-	Sipa1l3	74206	signal-induced proliferation-associated 1 like 3, transcript variant X14	mRNA
7	29519165	29519325	+	4932431P20Rik	114675	RIKEN cDNA 4932431P20 gene, transcript variant X2	misc_RNA
7	29555527	29555628	-	LOC105242898	105242898	uncharacterized LOC105242898	ncRNA
7	29556615	29556631	+	4930432E11Rik	243900	RIKEN cDNA 4930432E11 gene, transcript variant X2	misc_RNA
7	29575898	29577893	+	LOC102632285	102632285	neurofilament heavy polypeptide-like	mRNA
7	29726928	29727046	-	Catsperg2	76718	catsper channel auxiliary subunit gamma 2, transcript variant X2	mRNA
7	29767054	29767450	-	LOC105242900	105242900	uncharacterized LOC105242900, transcript variant X3	ncRNA
7	29768552	29768695	+	Zfp84	74352	zinc finger protein 84	mRNA
7	29773294	29773376	+	Mir1964	100316711	microRNA 1964	precursor_RNA
7	29784790	29784901	+	Zfp30	22693	zinc finger protein 30	mRNA
7	29799355	29800143	-	Gm6579	625349	predicted gene 6579	misc_RNA
7	29816005	29819198	+	Zfp790	233056	zinc finger protein 790, transcript variant X1	mRNA
7	29853497	29853648	-	Zfp940	233057	zinc finger protein 940	mRNA
7	29859960	29860093	+	Zfp420	233058	zinc finger protein 420, transcript variant X4	mRNA
7	29906251	29906567	-	Zfp27	22689	zinc finger protein 27, transcript variant X1	mRNA
7	29906509	29906567	+	Mir7668	102465770	microRNA 7668	precursor_RNA
7	29908281	29908631	+	Zfp383	73729	zinc finger protein 383, transcript variant X2	mRNA
7	29953855	29955843	-	Zfp74	72723	zinc finger protein 74, transcript variant X3	mRNA
7	29956984	29957034	+	C230062I16Rik	625421	RIKEN cDNA C230062I16 gene, transcript variant X2	misc_RNA
7	29965097	29965647	-	Gm10169	100043796	NA	exon
7	29983433	29983513	-	Gm31735	102634056	predicted gene, 31735, transcript variant X1	ncRNA
7	29983955	29984228	+	Zfp568	243905	zinc finger protein 568, transcript variant 1	mRNA
7	30051345	30051935	-	Zfp14	243906	zinc finger protein 14, transcript variant X5	mRNA
7	30072781	30072823	-	Zfp82	330502	zinc finger protein 82, transcript variant 2	mRNA
7	30090288	30090510	-	Zfp566	72556	zinc finger protein 566	mRNA
7	30094782	30094882	+	Zfp260	26466	zinc finger protein 260, transcript variant X1	mRNA
7	30121569	30122076	+	Zfp382	233060	zinc finger protein 382, transcript variant X2	mRNA
7	30169659	30169779	-	Zfp146	26465	zinc finger protein 146, transcript variant X2	mRNA
7	30169922	30170214	+	Gm5113	330503	predicted gene 5113	mRNA
7	30184171	30184245	+	Cox7a1	12865	cytochrome c oxidase subunit VIIa 1	mRNA
7	30198758	30198794	-	Capns1	12336	calpain, small subunit 1, transcript variant X1	mRNA
7	30231358	30231472	-	Tbcb	66411	tubulin folding cofactor B, transcript variant X1	mRNA
7	30232074	30232404	+	Polr2i	69920	polymerase (RNA) II (DNA directed) polypeptide I	mRNA
7	30237218	30237575	-	Ovol3	381867	OVO homolog-like 3 (Drosophila), transcript variant X3	mRNA
7	30280156	30280427	-	Wdr62	233064	WD repeat domain 62, transcript variant X10	mRNA
7	30263181	30263664	+	Rps12-ps5	668354	NA	exon
7	30291688	30291842	+	Clip3	76686	CAP-GLY domain containing linker protein 3, transcript variant X2	mRNA
7	30308753	30308834	+	Alkbh6	233065	alkB, alkylation repair homolog 6 (E. coli)	mRNA
7	30314816	30315086	+	Syne4	233066	spectrin repeat containing, nuclear envelope family member 4, transcript variant 1	mRNA
7	30321409	30322375	-	Sdhaf1	68332	succinate dehydrogenase complex assembly factor 1	mRNA
7	30353251	30353944	-	4930479H17Rik	78171	RIKEN cDNA 4930479H17 gene	ncRNA
7	30361933	30362772	-	Lrfn3	233067	leucine rich repeat and fibronectin type III domain containing 3	mRNA
7	30364649	30364766	-	LOC105247252	105247252	formin-like protein 5	mRNA
7	30398563	30398650	-	LOC105247245	105247245	uncharacterized LOC105247245, transcript variant X1	ncRNA
7	30413614	30413705	-	Gm32029	102634448	predicted gene, 32029	ncRNA
7	30413788	30413899	+	Tyrobp	22177	TYRO protein tyrosine kinase binding protein	mRNA
7	30419704	30419854	-	Hcst	23900	hematopoietic cell signal transducer	mRNA
7	30421729	30421834	+	Nfkbid	243910	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta, transcript variant X1	mRNA
7	30430713	30430771	+	Gm30646	102632619	NA	exon
7	30445322	30445582	-	Aplp1	11803	amyloid beta (A4) precursor-like protein 1	mRNA
7	30460594	30460680	-	Kirrel2	243911	kin of IRRE like 2 (Drosophila), transcript variant X1	mRNA
7	30458206	30458520	+	Nphs1	54631	nephrosis 1, nephrin, transcript variant X2	mRNA
7	30465449	30465591	-	Nphs1os	445267	nephrosis 1 homolog, nephrin, opposite strand	ncRNA
7	30484660	30485178	-	Rps12-ps4	100034728	NA	exon
7	30493586	30493732	+	Prodh2	56189	proline dehydrogenase (oxidase) 2, transcript variant X1	mRNA
7	30515122	30515201	+	Arhgap33os	100504207	Rho GTPase activating protein 33, opposite strand	ncRNA
7	30534926	30535060	-	Arhgap33	233071	Rho GTPase activating protein 33, transcript variant 3	mRNA
7	30552208	30552297	-	Proser3	333193	proline and serine rich 3, transcript variant X2	mRNA
7	30552634	30552727	+	Hspb6	243912	heat shock protein, alpha-crystallin-related, B6, transcript variant X1	mRNA
7	30552828	30552904	+	Mir9769	104795949	microRNA mir-9769	precursor_RNA
7	30559442	30559646	-	Lin37	75660	lin-37 homolog (C. elegans), transcript variant 1	mRNA
7	30563052	30563184	-	Psenen	66340	presenilin enhancer 2 homolog (C. elegans)	mRNA
7	30563340	30563399	+	U2af1l4	233073	U2 small nuclear RNA auxiliary factor 1-like 4	mRNA
7	30565427	30565466	+	Igflr1	101883	IGF-like family receptor 1	mRNA
7	30588355	30588726	-	Kmt2b	75410	lysine (K)-specific methyltransferase 2B, transcript variant 2	mRNA
7	30588760	30589319	+	Gm32082	102634521	predicted gene, 32082, transcript variant X1	ncRNA
7	30589380	30589437	+	Mir3569	102465774	microRNA 3569	precursor_RNA
7	30602756	30602818	-	Zbtb32	58206	zinc finger and BTB domain containing 32, transcript variant X4	mRNA
7	30612714	30612734	-	Upk1a	109637	uroplakin 1A	mRNA
7	30626051	30626151	-	Cox6b1	110323	cytochrome c oxidase, subunit VIb polypeptide 1	mRNA
7	30635761	30635852	-	Etv2	14008	ets variant 2	mRNA
7	30649938	30650228	-	Rbm42	68035	RNA binding motif protein 42	mRNA
7	30664831	30664994	-	Haus5	71909	HAUS augmin-like complex, subunit 5	mRNA
7	30671500	30671605	-	Pmis2	74927	Pmis2, sperm specific protein, transcript variant 2	ncRNA
7	30698886	30698986	+	2200002J24Rik	69147	RIKEN cDNA 2200002J24 gene, transcript variant X2	mRNA
7	30712209	30712262	+	Atp4a	11944	ATPase, H+/K+ exchanging, gastric, alpha polypeptide, transcript variant 1	mRNA
7	30729344	30729534	-	Tmem147	69804	transmembrane protein 147	mRNA
7	30744078	30744791	-	Gapdhs	14447	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic, transcript variant X2	mRNA
7	30730338	30730566	+	Tmem147os	791088	transmembrane protein 147, opposite strand, transcript variant X3	misc_RNA
7	30748971	30752147	+	Sbsn	282619	suprabasin, transcript variant X1	mRNA
7	30763723	30764301	+	Dmkn	73712	dermokine, transcript variant X1	mRNA
7	30787905	30788022	+	Krtdap	64661	keratinocyte differentiation associated protein	mRNA
7	30823477	30823797	-	Ffar2	233079	free fatty acid receptor 2, transcript variant X7	mRNA
7	30820296	30820549	+	Gm32236	102634718	predicted gene, 32236, transcript variant X1	ncRNA
7	30856129	30856178	-	Ffar3	233080	free fatty acid receptor 3	mRNA
7	30860568	30861470	-	Ffar1	233081	free fatty acid receptor 1	mRNA
7	30880236	30880342	-	Cd22	12483	CD22 antigen, transcript variant 1	mRNA
7	30881953	30882138	+	D7Ertd128e	52222	DNA segment, Chr 7, ERATO Doi 128, expressed, transcript variant X2	misc_RNA
7	30914819	30914922	-	Mag	17136	myelin-associated glycoprotein, transcript variant X1	mRNA
7	30924046	30924181	-	Hamp2	66438	hepcidin antimicrobial peptide 2	mRNA
7	30943897	30944017	-	Hamp	84506	hepcidin antimicrobial peptide	mRNA
7	30956696	30956803	-	Usf2	22282	upstream transcription factor 2	mRNA
7	30957354	30957562	+	Gm4673	100043823	predicted gene 4673, transcript variant X2	misc_RNA
7	30973080	30973469	-	Lsr	54135	lipolysis stimulated lipoprotein receptor, transcript variant 3	mRNA
7	30973804	30974275	+	Fam187b	76415	family with sequence similarity 187, member B, transcript variant 3	misc_RNA
7	31028616	31029001	-	LOC105247246	105247246	uncharacterized LOC105247246	ncRNA
7	31042090	31042331	-	Fxyd5	18301	FXYD domain-containing ion transport regulator 5, transcript variant 2	mRNA
7	31036523	31037156	+	LOC105242901	105242901	uncharacterized LOC105242901	ncRNA
7	31040258	31040317	-	Mir7050	102465635	microRNA 7050	precursor_RNA
7	31051356	31051454	-	Fxyd7	57780	FXYD domain-containing ion transport regulator 7	mRNA
7	31055551	31055877	-	Fxyd1	56188	FXYD domain-containing ion transport regulator 1, transcript variant X5	mRNA
7	31058953	31060190	+	Lgi4	243914	leucine-rich repeat LGI family, member 4, transcript variant X4	mRNA
7	31076621	31076697	-	Fxyd3	17178	FXYD domain-containing ion transport regulator 3	mRNA
7	31115136	31115326	-	Hpn	15451	hepsin, transcript variant 2	mRNA
7	31126666	31126945	-	Scn1b	20266	sodium channel, voltage-gated, type I, beta	mRNA
7	31155836	31155933	-	Gramd1a	52857	GRAM domain containing 1A, transcript variant X1	mRNA
7	31162358	31162718	+	Gm10640	100038516	predicted gene 10640	ncRNA
7	31263757	31263814	+	Scgb2b1	100043827	secretoglobin, family 2B, member 1	mRNA
7	31291737	31291816	-	Scgb1b2	57426	secretoglobin, family 1B, member 2	mRNA
7	31302769	31302842	+	Scgb2b2	381970	secretoglobin, family 2B, member 2	mRNA
7	31362006	31362072	-	Scgb2b3	100043326	secretoglobin, family 2B, member 3	mRNA
7	31375592	31375671	+	Scgb1b3	384585	secretoglobin, family 1B, member 3	mRNA
7	31403118	31403178	-	Scgb2b4-ps	102632742	secretoglobin, family 2B, member 4, pseudogene	mRNA
7	31470935	31471425	-	Gm29492	102632864	NA	exon
7	31603280	31603808	+	Rpl23a-ps8	546947	NA	exon
7	31619460	31619526	-	Scgb2b6	100503242	secretoglobin, family 2B, member 6, transcript variant X2	mRNA
7	31679579	31680106	+	Rpl23a-ps9	546949	NA	exon
7	31705678	31705754	-	Scgb2b7	100043836	secretoglobin, family 2B, member 7	mRNA
7	31712665	31712745	+	Scgb1b7	626305	secretoglobin, family 1B, member 7	mRNA
7	31744171	31745390	+	Gm9114	668342	NA	exon
7	31766952	31767419	+	Gm29627	102635284	NA	exon
7	31778778	31778873	-	Scgb2b8-ps	102632971	NA	exon
7	31788279	31788342	+	Scgb1b8-ps	102635172	NA	exon
7	31817092	31818314	+	Gm6669	626358	NA	exon
7	31879022	31880244	+	Gm9120	668351	NA	exon
7	31896505	31896945	+	LOC102635398	102635398	NA	exon
7	31915235	31915327	-	Scgb2b9-ps	102635511	NA	exon
7	31972102	31972569	-	LOC102633076	102633076	NA	exon
7	32013031	32013126	-	Scgb2b29-ps	102635608	NA	exon
7	32059008	32060211	+	Gm9127	668361	NA	exon
7	32073877	32074343	+	Gm29263	101056012	NA	exon
7	32093882	32093939	-	Scgb2b10	624584	secretoglobin, family 2B, member 10, transcript variant X2	mRNA
7	32100869	32100932	+	LOC102635992	102635992	major allergen I polypeptide chain 1-like	mRNA
7	32136664	32137189	+	Rpl23a-ps10	546951	NA	exon
7	32147975	32148032	-	Scgb2b30	626740	secretoglobin, family 2B, member 30	mRNA
7	32171698	32172904	+	Gm9135	668371	NA	exon
7	32202493	32202959	+	Gm9137	668377	NA	exon
7	32211063	32211123	-	Scgb2b11	100043842	secretoglobin, family 2B, member 11, transcript variant X2	mRNA
7	32327169	32327245	-	Scgb2b12	668379	secretoglobin, family 2B, member 12	mRNA
7	32334188	32334261	+	Scgb1b12	668381	secretoglobin, family 1B, member 12	mRNA
7	32358910	32360084	+	Gm9142	668386	NA	exon
7	32388467	32388994	+	Rpl23a-ps11	626373	NA	exon
7	32441541	32441604	+	Scgb1b29	384589	secretoglobin, family 1B, member 29	mRNA
7	32473234	32474454	+	Gm9146	668393	NA	exon
7	32495638	32496105	+	LOC101056169	101056169	NA	exon
7	32507501	32507596	-	Scgb2b13-ps	102633333	NA	exon
7	32517011	32517074	+	Scgb1b13-ps	102636609	NA	exon
7	32545741	32546963	+	Gm5327	384591	NA	exon
7	32604797	32606019	+	Gm9149	668398	NA	exon
7	32622259	32622699	+	Gm21135	100861685	NA	exon
7	32647650	32647742	-	Scgb2b14-ps	102636816	NA	exon
7	32704473	32704940	-	Gm5058	270499	NA	exon
7	32745294	32745389	-	Scgb2b31-ps	102636925	NA	exon
7	32791480	32792684	+	Gm4398	100043373	NA	exon
7	32806368	32806834	+	Gm28408	101056033	NA	exon
7	32829583	32829653	-	Scgb2b15	624439	secretoglobin, family 2B, member 15	mRNA
7	32836570	32836633	+	LOC102637163	102637163	major allergen I polypeptide chain 1-like	mRNA
7	32874540	32874632	-	Scgb2b16-ps	102637284	NA	exon
7	32931370	32931837	-	Gm9156	668411	NA	exon
7	32972193	32972288	-	Scgb2b32-ps	102637391	NA	exon
7	33018379	33019583	+	Gm4405	100043386	NA	exon
7	33033271	33033737	+	Gm28384	101056051	NA	exon
7	33056482	33056552	-	Scgb2b17	668526	secretoglobin, family 2B, member 17	mRNA
7	33063465	33063528	+	LOC102637615	102637615	major allergen I polypeptide chain 1-like	mRNA
7	33113401	33113458	-	Scgb2b33	668419	secretoglobin, family 2B, member 33	mRNA
7	33137103	33138309	+	Gm9162	668422	NA	exon
7	33165208	33165675	+	LOC102637838	102637838	NA	exon
7	33173782	33173842	-	Scgb2b18	100043856	secretoglobin, family 2B, member 18, transcript variant X2	mRNA
7	33280259	33280341	-	Scgb2b19	545947	secretoglobin, family 2B, member 19	mRNA
7	33287307	33287370	+	Scgb1b19	434676	secretoglobin, family 1B, member 19	mRNA
7	33312125	33313299	+	Gm9167	668431	NA	exon
7	33366240	33366319	-	Scgb2b20	494519	secretoglobin, family 2B, member 20	mRNA
7	33373234	33373313	+	Scgb1b20	545948	secretoglobin, family 1B, member 20	mRNA
7	33402801	33404022	+	Gm5732	435963	NA	exon
7	33423670	33424153	+	Gm5731	435962	NA	exon
7	33443024	33443119	-	Scgb1b34-ps	100504241	NA	exon
7	33520380	33520440	-	Scgb2b21	626970	secretoglobin, family 2B, member 21, transcript variant X2	mRNA
7	33567253	33567740	-	LOC102633800	102633800	NA	exon
7	33653204	33653281	-	Scgb2b23-ps	353109	secretoglobin, family 2B, member 23, pseudogene	misc_RNA
7	33653461	33653540	+	LOC105242906	105242906	uncharacterized LOC105242906, transcript variant X2	ncRNA
7	33697257	33697783	+	Rpl23a-ps12	668440	NA	exon
7	33739225	33739295	-	Scgb2b24	233090	secretoglobin, family 2B, member 24	mRNA
7	33743799	33743859	+	Scgb1b24	100043860	secretoglobin, family 1B, member 24	mRNA
7	33879289	33879893	+	Gm12757	635803	NA	exon
7	33944904	33944985	-	Scgb2b26	110187	secretoglobin, family 2B, member 26	mRNA
7	33997903	33998050	+	Gm12755	100043865	NA	exon
7	34013806	34013942	-	Scgb2b27	233099	secretoglobin, family 2B, member 27, transcript variant 1	mRNA
7	34021567	34021628	+	Scgb1b27	11354	secretoglobin, family 1B, member 27	mRNA
7	34036411	34036664	-	LOC105242907	105242907	NA	exon
7	34095431	34095574	+	Scgb1b30	100043868	secretoglobin, family 1B, member 30	mRNA
7	34133192	34133525	-	Wtip	101543	WT1-interacting protein, transcript variant X1	mRNA
7	34168373	34168529	-	Uba2	50995	ubiquitin-like modifier activating enzyme 2	mRNA
7	34196536	34196647	-	Pdcd2l	68079	programmed cell death 2-like	mRNA
7	34230092	34230336	-	Gpi1	14751	glucose phosphate isomerase 1	mRNA
7	34233887	34233972	-	LOC105247247	105247247	uncharacterized LOC105247247	ncRNA
7	34233293	34234495	+	Gm12758	100126229	predicted gene 12758	misc_RNA
7	34313492	34313575	-	4931406P16Rik	233103	RIKEN cDNA 4931406P16 gene, transcript variant X1	mRNA
7	34250424	34251536	+	LOC102638521	102638521	60S ribosomal protein L23a, transcript variant X2	mRNA
7	34389358	34389637	-	Lsm14a	67070	LSM14 homolog A (SCD6, S. cerevisiae), transcript variant X4	mRNA
7	34381710	34384245	+	Gm12774	102638639	NA	exon
7	34501027	34501407	-	Gm31709	102634024	NA	exon
7	34546977	34547064	-	Gm35297	102638822	predicted gene, 35297, transcript variant X2	ncRNA
7	34546596	34547323	+	Gm12784	102638744	predicted gene 12784, transcript variant X2	ncRNA
7	34629436	34630232	+	Gm35378	102638938	predicted gene, 35378	ncRNA
7	34655280	34655507	-	Kctd15	233107	potassium channel tetramerisation domain containing 15, transcript variant X4	mRNA
7	34659464	34660173	+	Gm12781	102639020	predicted gene 12781	ncRNA
7	34812346	34812711	-	Chst8	68947	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	mRNA
7	34813004	34813176	+	LOC105242908	105242908	uncharacterized LOC105242908, transcript variant X2	ncRNA
7	34912407	34912454	+	Pepd	18624	peptidase D	mRNA
7	34985445	34990113	-	Gm35534	102639154	predicted gene, 35534, transcript variant X1	ncRNA
7	35029177	35029209	-	Gm35484	102639084	predicted gene, 35484	misc_RNA
7	35056376	35056566	-	Cebpg	12611	CCAAT/enhancer binding protein (C/EBP), gamma	mRNA
7	35086113	35086462	+	Gm35611	102639258	predicted gene, 35611, transcript variant X3	ncRNA
7	35119293	35121928	+	Cebpa	12606	CCAAT/enhancer binding protein (C/EBP), alpha, transcript variant 1	mRNA
7	35128897	35128981	+	Gm35724	102639398	predicted gene, 35724, transcript variant X5	ncRNA
7	35141372	35142216	-	Gm35665	102639328	predicted gene, 35665, transcript variant X1	ncRNA
7	35158234	35158264	-	Gm35889	102639624	predicted gene, 35889, transcript variant X2	ncRNA
7	35172616	35173793	-	LOC105242909	105242909	uncharacterized LOC105242909, transcript variant X1	ncRNA
7	35186357	35186650	+	Slc7a10	53896	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10, transcript variant X2	mRNA
7	35214856	35215345	-	Lrp3	435965	low density lipoprotein receptor-related protein 3	mRNA
7	35233900	35234814	-	LOC105242910	105242910	uncharacterized LOC105242910, transcript variant X2	ncRNA
7	35234770	35234843	-	n-Tt9	102467387	tRNA-Thr	tRNA
7	35274675	35276494	-	Wdr88	384605	WD repeat domain 88, transcript variant X3	mRNA
7	35318341	35318440	-	Gpatch1	67471	G patch domain containing 1	mRNA
7	35334180	35334411	+	Rhpn2	52428	rhophilin, Rho GTPase binding protein 2, transcript variant X1	misc_RNA
7	35396213	35396767	-	C230052I12Rik	101831	RIKEN cDNA C230052I12 gene	mRNA
7	35397000	35397206	+	Cep89	72140	centrosomal protein 89, transcript variant X2	misc_RNA
7	35448615	35448650	-	LOC105247248	105247248	uncharacterized LOC105247248, transcript variant X2	ncRNA
7	35448728	35448820	+	Slc7a9	30962	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9, transcript variant X2	mRNA
7	35537514	35538155	-	Tdrd12	71981	tudor domain containing 12, transcript variant X1	mRNA
7	35555154	35555928	-	Nudt19	110959	nudix (nucleoside diphosphate linked moiety X)-type motif 19	mRNA
7	35578993	35585582	-	Rgs9bp	243923	regulator of G-protein signalling 9 binding protein	mRNA
7	35586226	35586369	+	Ankrd27	245886	ankyrin repeat domain 27 (VPS9 domain), transcript variant X3	misc_RNA
7	35647306	35647482	-	Pdcd5	56330	programmed cell death 5	mRNA
7	35660296	35660340	-	LOC105247249	105247249	uncharacterized LOC105247249	ncRNA
7	35754255	35754454	-	Dpy19l3	233115	dpy-19-like 3 (C. elegans)	mRNA
7	35802834	35802983	-	Zfp507	668501	zinc finger protein 507, transcript variant X2	mRNA
7	35802592	35803021	+	E130304I02Rik	78547	RIKEN cDNA E130304I02 gene	ncRNA
7	35923041	35923093	-	Gm36234	102640079	predicted gene, 36234	ncRNA
7	35960671	35960933	-	LOC105242911	105242911	uncharacterized LOC105242911, transcript variant X1	ncRNA
7	36043364	36047924	+	Gm36286	102640151	predicted gene, 36286	ncRNA
7	36076243	36076303	+	LOC105242912	105242912	uncharacterized LOC105242912, transcript variant X3	ncRNA
7	36118239	36118861	+	Rpl17-ps9	100043872	NA	exon
7	36153796	36155592	+	Gm36340	102640220	predicted gene, 36340, transcript variant X1	ncRNA
7	36234274	36235467	+	Gm9211	668507	NA	exon
7	36542672	36542835	-	LOC105242913	105242913	uncharacterized LOC105242913, transcript variant X2	ncRNA
7	36603714	36603864	-	Gm36420	102640326	predicted gene, 36420	ncRNA
7	36648893	36649175	-	LOC105242914	105242914	uncharacterized LOC105242914	ncRNA
7	36695857	36697277	-	Gm36722	102640722	predicted gene, 36722, transcript variant X4	ncRNA
7	36697742	36698289	+	Tshz3	243931	teashirt zinc finger family member 3, transcript variant X4	mRNA
7	36914162	36914491	+	Gm36656	102640640	predicted gene, 36656	ncRNA
7	36920576	36922188	-	Gm36567	102640528	predicted gene, 36567	ncRNA
7	36936106	36936976	+	Gm36464	102640395	predicted gene, 36464, transcript variant X2	ncRNA
7	37092800	37093141	+	Gm36830	102640863	predicted gene, 36830, transcript variant X1	ncRNA
7	37140263	37140361	-	Gm28076	102640984	predicted gene 28076, transcript variant X3	ncRNA
7	37140412	37140646	+	Gm28075	102631556	predicted gene 28075, transcript variant X1	ncRNA
7	37173387	37173446	-	LOC105242917	105242917	uncharacterized LOC105242917	ncRNA
7	37204423	37204454	-	Gm29919	102631624	predicted gene, 29919, transcript variant X2	ncRNA
7	37205758	37205837	+	LOC105242918	105242918	uncharacterized LOC105242918	ncRNA
7	37293175	37293638	+	LOC102631767	102631767	uncharacterized LOC102631767	ncRNA
7	37300564	37304018	+	Gm28077	102631842	predicted gene 28077	ncRNA
7	37773449	37774177	-	Zfp536	243937	zinc finger protein 536, transcript variant X3	mRNA
7	37320972	37321032	+	Gm30544	102632482	predicted gene, 30544, transcript variant X5	ncRNA
7	37327979	37328329	+	LOC105242920	105242920	uncharacterized LOC105242920	ncRNA
7	37771533	37771852	+	LOC102642793	102642793	uncharacterized LOC102642793, transcript variant X7	ncRNA
7	38023435	38023575	-	Uri1	19777	URI1, prefoldin-like chaperone, transcript variant X1	mRNA
7	38062193	38062429	-	Gm30684	102632668	predicted gene, 30684, transcript variant X3	ncRNA
7	38061706	38061979	+	Gm30771	102632789	predicted gene, 30771, transcript variant X1	ncRNA
7	38107322	38107490	-	Ccne1	12447	cyclin E1	mRNA
7	38144102	38144151	-	Gm30912	102632970	predicted gene, 30912	ncRNA
7	38183217	38183521	+	1600014C10Rik	72244	RIKEN cDNA 1600014C10 gene, transcript variant 1	mRNA
7	38227941	38227994	-	Plekhf1	72287	pleckstrin homology domain containing, family F (with FYVE domain) member 1	mRNA
7	38271147	38271367	-	Pop4	66161	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae), transcript variant X1	mRNA
7	38293615	38294489	-	Gm28581	102634248	NA	exon
7	38310936	38312868	-	Gm9220	668519	NA	exon
7	38365982	38367874	-	Gm4451	100043464	NA	exon
7	38379368	38379453	+	1700010N08Rik	545951	RIKEN cDNA 1700010N08 gene, transcript variant X2	ncRNA
7	38407878	38408044	-	Gm6818	627975	predicted gene 6818, transcript variant X2	mRNA
7	38408135	38408285	+	LOC105242406	105242406	uncharacterized LOC105242406	ncRNA
7	38428963	38429758	-	Gm28583	102634488	NA	exon
7	38442158	38442363	+	Gm28453	102633161	predicted gene 28453	ncRNA
7	38452011	38452548	-	Gm21115	100861663	predicted gene, 21115, transcript variant X2	mRNA
7	38468329	38468574	+	Gm29087	102633799	predicted gene 29087, transcript variant X3	ncRNA
7	38487874	38489863	-	Gm6819	627983	NA	exon
7	38528055	38528193	-	Gm5591	434171	predicted gene 5591	mRNA
7	38572546	38573069	-	Gm4454	100043467	predicted gene 4454, transcript variant X2	mRNA
7	38601891	38602061	-	Gm20749	546957	NA	exon
7	38725338	38725615	-	LOC105242401	105242401	uncharacterized protein C2orf78 homolog	mRNA
7	38770131	38770304	-	Gm21276	100861861	predicted gene, 21276	misc_RNA
7	38778593	38778764	-	Gm21122	100861672	NA	exon
7	38825997	38826400	-	Gm21129	100861679	predicted gene, 21129	mRNA
7	38846547	38847189	-	Gm32146	102634605	NA	exon
7	38859634	38859839	+	LOC105247250	105247250	uncharacterized LOC105247250	ncRNA
7	38869586	38870077	-	Gm21136	100861686	predicted gene, 21136, transcript variant X2	mRNA
7	38901886	38903924	-	Gm21142	100861694	NA	exon
7	38917563	38917734	-	Gm21152	100861705	NA	exon
7	38927765	38927883	+	Gm32110	102634560	predicted gene, 32110, transcript variant X3	ncRNA
7	38962230	38962395	-	Gm6833	628058	predicted gene 6833	mRNA
7	39137841	39139797	-	Gm1982	100038955	NA	exon
7	39146488	39146507	+	Gm33067	102635822	predicted gene, 33067, transcript variant X2	ncRNA
7	39179647	39179797	-	Gm1988	100038967	predicted gene 1988, transcript variant X1	mRNA
7	39224762	39225269	-	Gm6124	620018	predicted gene 6124	mRNA
7	39257173	39259089	-	Gm16387	100038914	NA	exon
7	39273741	39275204	-	Gm9226	668531	NA	exon
7	39282966	39283084	+	Gm33382	102636268	predicted gene, 33382, transcript variant X1	ncRNA
7	39317462	39317627	-	Gm29258	102636497	predicted gene 29258, transcript variant X2	mRNA
7	39367981	39368671	-	Gm9271	668618	predicted gene 9271, transcript variant X3	mRNA
7	39413007	39413160	-	Gm5114	330513	predicted gene 5114	mRNA
7	39449675	39449760	-	Gm5590	434168	predicted gene 5590, transcript variant X4	misc_RNA
7	39449518	39449653	+	Zfp939	233147	zinc finger protein 939, transcript variant X8	misc_RNA
7	39486476	39486607	+	Gm28455	101056047	predicted gene 28455, transcript variant X2	mRNA
7	39517766	39517864	+	Zfp619	70227	zinc finger protein 619	mRNA
7	39542062	39542911	+	Gm33989	102637087	predicted gene, 33989, transcript variant X5	mRNA
7	39739844	39740720	-	Gm9230	668540	NA	exon
7	39863526	39863693	+	Gm34052	102637169	predicted gene, 34052	ncRNA
7	40190890	40191353	+	LOC105247253	105247253	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	mRNA
7	40295866	40296022	+	LOC105242922	105242922	uncharacterized LOC105242922	ncRNA
7	40674737	40674971	+	4933402C06Rik	71029	RIKEN cDNA 4933402C06 gene	ncRNA
7	40898199	40898324	-	A230077H06Rik	320210	RIKEN cDNA A230077H06 gene	ncRNA
7	40898297	40898429	+	Vstm2b	58188	V-set and transmembrane domain containing 2B, transcript variant X2	mRNA
7	40972936	40973046	+	Gm29293	102636029	NA	exon
7	40987609	40987712	+	4930433I11Rik	243944	RIKEN cDNA 4930433I11 gene	mRNA
7	41032524	41032587	-	LOC105242923	105242923	uncharacterized LOC105242923, transcript variant X4	ncRNA
7	41032717	41032883	+	Gm4884	233164	predicted gene 4884, transcript variant X1	mRNA
